year,iso3,elec,mobile,internet,fixedtel,mys,eys,tertiary,secondary
2002,CMR,44.0,4.4609440140897,0.360871584267755,0.705101920902115,3.136441943,8.403800011,5.15587997436523,29.3418807983398
2003,CMR,45.1,6.66446374271828,0.587622611130454,0.602666775575266,3.21405225,8.556240082,5.22031021118164,30.9356803894043
2004,CMR,47.1,9.2162740321822,0.976075415490902,0.598651923932152,3.291662558,8.608369827,5.22725009918213,27.5096206665039
2005,CMR,47.2,13.1921614065904,1.402699947,0.587604015650387,3.369272865,8.567790031,6.03904008865356,28.0079002380371
2006,CMR,49.0,17.8682237967473,2.028700113,0.744677886957265,3.429636437,8.321900368,7.07693004608154,24.4080104827881
2007,CMR,48.2,25.1303387011205,2.93,1.0463993809161,3.49000001,9.09265995,7.57396984100342,33.4497184753418
2008,CMR,50.6,33.1693465336812,3.400000095,1.37453015108816,4.059999943,9.529709816,8.20874977111816,37.8488082885742
2009,CMR,51.7,41.8757501710529,3.84,2.27798259011967,4.629999876,10.00405025,9.40400981903076,41.7743606567383
2010,CMR,52.8,43.9120552066482,4.300000191,2.7430455033047,5.199999809,10.37228012,11.5745716750246,45.82380338164445
2011,CMR,53.7,51.831042080032,5.0,3.30642026731113,5.352463603,10.74050999,12.5102445161105,49.8732461065506
2012,CMR,55.2,62.9906520229266,7.5,3.54378515727098,5.504927397,11.32874012,13.5363302230835,53.102088720007
2013,CMR,56.3,73.1912475512065,10.0,3.73330512462728,5.657391191,11.63219023,15.7712802886963,54.9012784916851
2014,CMR,56.8,77.2399893326772,16.2148722257524,5.24132188673807,5.809854984,11.93564034,16.7535896301269,59.1253563645436
2015,CMR,58.6,79.7800672605612,18.29999924,4.61389930350518,5.962318778,12.20610046,17.2970758627753,60.4960883608074
2016,CMR,59.8,79.8046154795305,20.60000038,4.4813924488708,6.114782572,12.13076019,12.7046554004596,61.4037045147156
2017,CMR,60.9,83.4502920413828,23.2029719748646,3.67100438189516,6.267246366,11.84122219,12.9818161813936,58.22807895333696
2018,CMR,62.2,74.3995446655806,29.70000076,3.63718080140906,6.419710159,11.55168419,14.5449548868213,55.05245339195832
2019,CMR,63.2,83.9044001051513,36.53919983,3.35767196036869,6.47855597,11.26214619,15.0528614131463,51.876827830579685
2020,CMR,64.3,85.2721639882676,37.69749832,3.6793493675335,6.537401781,10.97260818,15.5519566247682,48.70120226920104
2021,CMR,65.4,80.8081013360278,38.89260101,3.22160349338852,6.574180412,10.68307018,17.1581831920239,45.5255767078224
2022,CMR,71.0,89.8274190453067,40.12559891,3.2431890381171,6.574180412,10.76288033,16.4371527754335,45.6066724321371
2023,CMR,72.0,96.4817325902196,42.24380112,1.7374913625413109,6.574180412,10.79187965,16.0404395184936,44.840795775403
2024,CMR,72.0,108.213130152497,46.25880051,0.231793686965522,,,16.6614294830602,
1990,COD,,0.0,0.0,0.0927,3.51599373,6.191844261,2.01207995414734,
1991,COD,,0.0,1.8e-05,0.0923,3.72539069,6.262680053,2.3406400680542,
1992,COD,,0.004909232,3.6e-05,0.0918,3.93478765,6.334326219,2.3332050442695627,22.2480907440186
1993,COD,,0.009818464,5.4e-05,0.0885,4.14418461,6.406792029,2.325770020484925,23.8845405578613
1994,COD,,0.014727696000000002,7.2e-05,0.0845,4.35358157,6.480086862,2.3183349967002873,25.3936805725098
1995,COD,,0.019636928,9e-05,0.081,4.562978529,6.5542202,2.31089997291565,27.3251304626465
1996,COD,,0.016319607,0.000108,0.0795,4.678615657,6.630936861,2.09631997346878,
1997,COD,,0.019856233,0.000211,0.0198,4.794252784,6.707653522,1.8817399740219098,
1998,COD,,0.021788617,0.000413,0.0198,4.909889911,6.784370184,1.66715997457504,
1999,COD,,0.025409066,0.00101,0.0195,5.025527038,6.861086845,1.45257997512817,
2000,COD,6.7,0.0296985937240694,0.0059021136806903,0.0194228802955414,5.141164165,6.937803507,,
2001,COD,7.1,0.287727578607846,0.0114757819210493,0.0191434748967087,5.200545392,7.014520168,,
2002,COD,7.7,1.04185030828723,0.0927907024606925,0.0186044697908433,5.25992662,7.09123683,,
2003,COD,8.3,2.25178518877259,0.134914837437335,0.0175864111555486,5.319307847,7.167953491,,
2004,COD,9.0,3.49263315540874,0.196208375178039,0.0184638896478371,5.378689075,7.244670153,,
2005,COD,6.0,4.672156824474,0.238000005,0.0179989275844565,5.438070302,7.321386814,,
2006,COD,10.2,7.28434192555525,0.296099991,0.0160023998980598,5.478699563,7.398103476,4.20873022079468,
2007,COD,15.2,10.5509558026352,0.370000005,0.0056019941306467,5.519328824,7.474820137,4.20303010940552,33.6185607910156
2008,COD,11.6,15.4333274152911,0.439999998,0.0579587127723982,5.559958085,8.197680473,5.27932977676392,35.8376388549805
2009,COD,12.3,14.2422314241676,0.560000002,0.0637233812589777,5.600587346,8.352589607,6.261549949646,37.3938407897949
2010,COD,13.0,17.2401170438218,0.72,0.061242910502303,5.641216607,8.690759659,6.9101948738098145,37.0387916564941
2011,COD,13.7,22.081904226281,1.200000048,0.0804100974249418,5.74747775,9.02892971,7.55883979797363,38.9499206542969
2012,COD,15.4,27.4285479176207,1.679999948,0.0812699617108098,5.853738894,8.892789841,7.63979005813599,38.8012313842773
2013,COD,15.2,37.2504622843341,2.200000048,0.0,5.960000038,9.145159721,6.37279987335205,38.5140419006348
2014,COD,13.5,47.3232446178692,3.0,0.0,6.226666768,9.349272326,6.2153232892354335,41.1783905029297
2015,COD,16.6,46.5879368397055,3.799999952,0.0,6.493333499,9.557940559,6.057846705118816,42.1804618835449
2016,COD,17.3,34.4098982787676,10.1,0.0,6.760000229,9.7712661,5.9003701210022,44.37765630086262
2017,COD,18.0,40.6222618919854,10.899999905,0.0,6.903780222,9.989352895,6.020247578620912,46.574850718180336
2018,COD,18.7,40.5014483221793,11.69999981,0.0,7.047560215,10.21230721,6.140125036239625,48.77204513549805
2019,COD,19.1,39.9399996397964,13.02970028,0.0,7.126862507,10.44023769,6.260002493858337,50.969239552815765
2020,COD,20.1,42.5027574227056,14.51049995,0.0,7.206164799,10.67325539,6.37987995147705,53.16643397013348
2021,COD,20.8,47.2882541992485,16.1595993,0.0,7.378561086,10.91147386,,55.3636283874512
2022,COD,21.5,48.6773534153863,17.99620056,0.0,7.378561086,10.91147386,,55.424863815307646
2023,COD,22.1,53.1888827659463,18.96789932,0.0,7.378561086,10.91147386,,55.4860992431641
2024,COD,22.5,58.532153345468,19.67350006,0.0,,,,
1990,COG,,0.0,0.0,0.666,5.860829425,11.11108971,4.57369995117188,47.1228408813477
1991,COG,,0.0,0.0005883333333333334,0.69,6.039724902,10.84885025,4.54329013824463,46.0549201965332
1992,COG,,0.0,0.0011766666666666668,0.711,6.218620379,10.69184017,4.98357009887695,46.9916496276855
1993,COG,,0.0,0.001765,0.739,6.397515855,10.50271711,5.57453012466431,48.30091476440425
1994,COG,,0.0,0.0023533333333333336,0.769,6.576411332,10.31359406,5.257340113321943,49.610179901123
1995,COG,,0.0,0.002941666666666667,0.779,6.755306809,10.124471,4.940150101979577,48.8736305236816
1996,COG,,0.035503862,0.00353,0.778,6.856769915,9.935347939,4.622960090637211,48.1370811462402
1997,COG,,0.07546062049999999,0.00347,0.762,6.958233021,9.74622488,4.3057700792948435,46.2761707305908
1998,COG,,0.115417379,0.00342,0.745,7.059696128,9.557101822,3.9885800679524768,44.4152603149414
1999,COG,,0.165746278,0.0168,0.725,7.161159234,9.367978764,3.67139005661011,42.554349899292
2000,COG,29.4,2.22127377357922,0.0263547320580279,0.698114614553468,7.26262234,9.178855705,5.24350023269653,40.6934394836426
2001,COG,30.3,4.58359981873391,0.0322236164306931,0.67226130674764,7.310683811,8.989732647,4.20174980163574,38.8325290679932
2002,COG,31.2,6.61937207884394,0.157249517243982,0.65656530989435,7.358745283,8.800609589,3.7616400718689,36.9716186523438
2003,COG,32.1,9.57700682550374,0.460014186837522,0.203148629631898,7.406806754,8.589189529,3.79619002342224,38.03369140625
2004,COG,33.0,10.7599828806407,1.07750492958505,0.387597551460446,7.454868225,8.799640656,4.143438378969827,42.6813201904297
2005,COG,33.8,15.1009916964998,1.463400006,0.430338440744802,7.502929697,9.010091782,4.490686734517413,
2006,COG,34.9,23.9093357002081,2.007999897,0.358418922767941,7.516280106,9.220542908,4.837935090065,
2007,COG,35.8,32.3490426913675,2.75970437370903,0.336747537326369,7.529630514,9.430994034,5.185183445612587,
2008,COG,36.8,43.9283464733463,4.28750990276481,0.220006383831646,7.542980923,9.64144516,5.532431801160174,
2009,COG,37.1,68.8659935406248,4.5,0.270950867031096,7.556331332,9.851896286,5.87968015670776,
2010,COG,40.0,83.3372102664775,5.0,0.300294243538632,7.56968174,10.06234741,6.919280052185055,
2011,COG,40.8,84.2730931396327,5.6,0.308044472944584,7.687165337,10.27279854,7.95887994766235,
2012,COG,41.6,90.3528989863831,6.106699944,0.314991192819247,7.804648934,10.48324966,9.09545040130615,50.520320892334
2013,COG,42.5,95.9371427265534,6.599999905,0.322805855923464,7.92213253,10.70739212,8.56632041931152,
2014,COG,43.4,99.0799617354116,7.110000134,0.327580247112069,8.039616127,10.93632698,9.46128773689269,
2015,COG,44.3,102.323043027664,7.616000175,0.333491512935253,8.157099724,11.17015669,10.35625505447386,
2016,COG,45.3,103.857589492921,8.121899605,0.325512356449051,8.175790296,11.40898591,11.25122237205503,
2017,COG,46.2,94.4868175378447,8.649999619,0.31769697352519,8.194480868,11.65292155,12.1461896896362,
2018,COG,47.0,91.1889913731567,11.8071003,0.3101839510179595,8.21317144,11.90207278,11.8520264625549,
2019,COG,47.7,91.0654212529473,16.11639977,0.302670928510729,8.231862013,12.15655111,11.5578632354736,
2020,COG,48.7,97.6561289989503,21.99850082,0.295508736541967,8.250552585,12.41647044,11.2637000083923,
2021,COG,49.7,95.8614998889206,30.02739906,0.293601067847329,8.322644792,12.68194711,10.969536781311,
2022,COG,50.6,93.6259259161068,40.98669815,0.291693399152691,8.322644792,12.68194711,10.6753735542297,
2023,COG,51.3,94.8715365076336,43.15039825,,8.322644792,12.68194711,10.3812103271484,
2024,COG,53.0,95.5319320614796,47.25159836,,,,,
1990,COM,,0.0,0.0,0.734,,7.426238172,0.617150008678436,
1991,COM,,0.0,,0.799,,7.47828182,0.586355000734329,
1992,COM,,0.0,,0.828,,7.530690193,0.555559992790222,22.8796195983887
1993,COM,,0.0,,0.847,,7.583465849,0.578010022640228,23.781660079956048
1994,COM,,0.0,,0.886,,7.636241504,0.6858200232187907,24.6837005615234
1995,COM,,0.0,,0.892,,7.68901716,0.7936300237973534,26.13143463134762
1996,COM,28.9,0.0,,0.998,,7.741792815,0.901440024375916,27.579168701171838
1997,COM,32.7624130249023,0.0,0.0,1.08,,7.794568471,1.1068600018819172,29.02690277099606
1998,COM,35.0945281982422,0.0,0.0379,1.21,,7.847344126,1.3122799793879187,30.47463684082028
1999,COM,37.421802520752,0.0,0.148,1.24,,7.900119781,1.51769995689392,31.9223709106445
2000,COM,39.8,0.0,0.271740607285909,1.26343083121922,2.71568799,8.182189941,1.60367000102997,32.96247100830077
2001,COM,42.0,0.0,0.443068372538977,1.62201673915427,2.872843325,8.464260101,2.2093466917673767,34.00257110595703
2002,COM,44.8,0.0,0.554869674985088,1.83531541911855,3.02999866,8.746330261,2.8150233825047835,35.0426712036133
2003,COM,46.5,0.351001583017139,0.848189370151537,2.32450798353101,3.187153995,9.028400421,3.42070007324219,38.9220008850098
2004,COM,48.7,1.44273158097757,1.32732717785355,2.59736457816719,3.34430933,9.277261353,3.664120078086855,42.5534706115723
2005,COM,51.0,2.61913318721665,2.0,2.85804915662325,3.501464665,9.526122284,3.90754008293152,
2006,COM,53.2,6.09786144095193,2.200000048,3.1518653069931,3.65862,9.774983215,4.150960087776185,
2007,COM,55.5,10.0666691521039,2.5,4.218489383671,3.815775335,10.02384415,4.39438009262085,
2008,COM,57.8,14.578099401405,3.0,4.5778928249646,3.97293067,10.27270508,5.29471015930176,
2009,COM,60.1,19.097526742862,3.5,4.79587878750115,4.130086005,10.52156601,6.19504022598267,
2010,COM,69.7,25.2396019766781,5.099999905,3.23897891991277,4.28724134,10.77042694,7.90405216581276,
2011,COM,69.3,32.3981821883195,5.5,3.46467960769756,4.444396675,11.01928787,9.48193229364778,
2012,COM,69.3,41.5930930270088,5.975299835,3.52097178821355,4.60155201,11.2681488,10.5360636883691,
2013,COM,69.4,49.9143914322486,6.5,3.30368633940063,4.742080832,11.51700974,9.13247966766357,58.998580844006
2014,COM,71.8,53.8297097833741,6.980000019,3.30286731046812,4.882609653,11.59805012,9.5927242808028,61.5078774291294
2015,COM,74.1,58.4555555249752,7.459199905,2.00899430562474,5.023138475,11.82644926,12.6681589024251,59.98865644485503
2016,COM,76.4,61.2597928387402,7.938300133,1.75923941106127,5.163667297,12.05934623,15.743593524047402,58.46943546058067
2017,COM,78.7,61.9708221164076,8.478199959,2.27470664187379,5.304196119,12.29682963,18.8190281456697,56.9502144763063
2018,COM,81.0,64.6590805998004,12.4310002345,1.33749789395923,5.444724941,12.53898975,,61.7014685443494
2019,COM,83.3,73.1291747290161,16.38380051,1.27666931950805,5.585253763,12.78591871,,59.97753363635043
2020,COM,85.6,97.4339379901591,22.42040062,0.944072464075256,5.725782585,13.03771042,,58.25359872835145
2021,COM,87.9,104.311430086999,30.68120003,0.905308650727107,5.866311407,13.29446063,,56.529663820352475
2022,COM,89.9,100.549036907747,31.37409973,0.883493888667782,6.006840229,13.29446063,,54.8057289123535
2023,COM,89.8,109.855630436495,31.92749977,1.03752761977782,6.006840229,13.29446063,,
2024,COM,91.7,,32.51750183,,,,,
1990,CPV,,0.0,0.0,2.2,,,,18.4422798156738
1991,CPV,,0.0,,2.36,,,,20.248769760131825
1992,CPV,,0.0,,2.96,,,,22.05525970458985
1993,CPV,,0.0,,3.79,,,,23.861749649047873
1994,CPV,,0.0,,4.5,,,,25.6682395935059
1995,CPV,,0.0,,5.15,,,,32.23272260030113
1996,CPV,,0.0,,5.93,,,,38.797205607096366
1997,CPV,,0.004644099,0.241,7.68,,,,45.3616886138916
1998,CPV,,0.231705489,0.473,9.09,,,,51.92617162068683
1999,CPV,,1.794376227,1.16,10.5,,,1.54689002037048,58.49065462748206
2000,CPV,58.6,4.3521420992374,1.82244385164396,12.0542578372309,5.314436678,10.89157009,1.77746999263763,65.0551376342773
2001,CPV,60.3,6.84498786642421,2.68533271272311,13.932864501524,5.349154601,10.8199501,1.54462003707886,63.2078514099121
2002,CPV,58.6,9.19588220432249,3.5187571749658,15.0278559285381,5.384099328,11.17897034,3.76713991165161,66.3999862670898
2003,CPV,63.7,11.2682542465615,4.32488539053715,15.1496779563271,5.419272341,11.19349957,4.45262002944946,67.3274078369141
2004,CPV,65.4,13.7221770240107,5.31883206957883,14.9571312347456,5.45467513,11.11141014,5.89057016372681,66.9400405883789
2005,CPV,67.0,16.8456963812704,6.07408710659813,14.7593869494862,5.490309197,11.25413036,7.33844995498657,70.2636032104492
2006,CPV,68.8,22.182960825549,6.80891100753313,14.5860843481521,5.526176052,11.96337986,8.3322696685791,81.5834884643555
2007,CPV,70.5,30.6761522803765,8.28321981953034,14.4630081218888,5.562277217,11.8509903,9.42763996124268,80.4710464477539
2008,CPV,72.3,55.3839096049705,14.0,14.3331571441394,5.598614223,12.01655006,11.6451501846313,82.10888671875
2009,CPV,74.1,57.4189800865767,21.0,14.200390800192,5.635188609,12.06690979,14.5845203399658,81.2256927490234
2010,CPV,81.1,72.9467774586884,30.0,14.1179401471996,5.672001926,12.31021023,17.2396798150949,83.5471330073283
2011,CPV,82.3,77.511257275925,32.0,14.5671007944127,5.709055736,12.47877026,19.8174684695304,86.7000153273789
2012,CPV,83.2,83.0756609467629,34.74,13.7160492621422,5.74635161,12.40867043,19.8951290654347,89.9634082592786
2013,CPV,84.3,97.5075406315584,37.5,12.9195177900337,5.783891128,12.74475002,22.2468122776255,94.7526092529297
2014,CPV,85.3,119.724160007495,40.25999832,11.6373168646526,5.821430647,12.62335968,23.2703965538205,93.6074664791524
2015,CPV,86.4,119.335511344785,42.6830141582781,12.409200732249,5.860000134,12.34346008,22.524027665499,96.6012286324786
2016,CPV,87.5,117.442454843782,50.3228178676892,12.6277426378489,5.896509684,12.26861,23.6934975221505,98.2528458088996
2017,CPV,88.6,119.373631537182,57.1621463484891,12.6673594687391,5.934049202,12.11571026,24.5594648459854,99.462782259485
2018,CPV,90.2,118.876152819844,59.5,12.2084473574009,5.986045818,11.8648901,24.2905954414767,94.8972015380859
2019,CPV,91.4,115.867801067488,61.9433977593088,11.1866470597389,6.038042434,11.69658292,,95.2902285572104
2020,CPV,93.7,105.838590655535,69.37339783,11.2046537744886,6.09003905,11.53066323,,98.3093023666237
2021,CPV,95.5,114.230551109167,70.28250122,10.6089434025809,6.09003905,11.36709717,,97.0059250429478
2022,CPV,97.1,113.247367438782,73.32740021,10.9708489420692,6.09003905,11.36709717,,96.4315940376876
2023,CPV,98.6,113.022968194497,74.59919739,11.5589539966037,6.09003905,11.36709717,,
2024,CPV,98.4,111.84067886381,74.73519897,11.6777835569095,,,,
1990,DJI,,0.0,0.0,0.985,,2.456440572,,
1991,DJI,,0.0,0.0032,0.987,,2.534702912,0.0,
1992,DJI,,0.0,0.0064,1.08,,2.615458696,0.0858300030231476,
1993,DJI,,0.0,0.009600000000000001,1.2,,2.698787363,0.105959996581078,
1994,DJI,,0.0,0.0128,1.2,,2.784770886,0.124420002102852,
1995,DJI,,0.0,0.016,1.19,1.158040705,2.87349385,0.16703999787569052,
1996,DJI,62.0,0.017063549,0.0312,1.26,1.220537887,2.965043532,0.209659993648529,
1997,DJI,56.2944946289063,0.03039896,0.0829,1.23,1.28640792,3.059509993,0.251010000705719,
1998,DJI,56.3222541809082,0.03165832,0.0947,1.13,1.355832829,3.152662516,0.24796000123023998,
1999,DJI,56.3451690673828,0.038922892,0.106,1.22,1.429004464,3.245815039,0.244910001754761,
2000,DJI,56.0,0.0307767242325222,0.194500528399956,1.29851013892346,1.506125028,3.338967562,0.257360011339188,
2001,DJI,56.1,0.388947158935478,0.343526262964202,1.28767439418239,1.587407638,3.432120085,0.654820024967194,
2002,DJI,49.7,1.88543114782534,0.48697170451894,1.27266602478211,1.673076911,3.578700066,0.934469997882843,
2003,DJI,56.4,2.82722345759595,0.625940229399888,1.25000153653449,1.763369586,3.835530043,1.14007997512817,
2004,DJI,56.6,4.17394967341464,0.781317175068661,1.34398710120999,1.85853518,4.09236002,1.43494999408722,
2005,DJI,56.8,5.24961062577532,0.953599989,1.26053574556673,1.958836673,4.217241898,2.15187001228333,
2006,DJI,55.5,5.23707470751282,1.269999981,1.32057436396016,2.064551241,4.342123777,2.43639993667602,
2007,DJI,57.2,7.95160360788906,1.62,1.61378480734751,2.175971017,4.467005655,2.70820999145508,
2008,DJI,57.4,12.6407194080208,2.26,1.67015034713588,2.2934039,4.591887534,2.89696002006531,
2009,DJI,57.6,14.1275025314664,4.0,1.84766880191152,2.417174404,4.716769412,3.63386988639831,
2010,DJI,57.9,17.8030445546417,6.5,1.98591562922265,2.54762456,4.841651291,3.61855006217956,
2011,DJI,58.1,20.3518393182072,7.0,1.94421427050323,2.685114854,4.966533169,5.16012001037598,
2012,DJI,54.6,21.9776218597006,9.399999619,2.06413880777494,2.830025229,5.091415048,,
2013,DJI,58.6,24.7884901261545,12.69999981,2.10047683647027,2.982756133,5.216296926,,
2014,DJI,58.9,28.6271201146485,17.0,2.18526264140331,3.143729623,5.341178805,,
2015,DJI,59.1,30.8091732634986,22.89999962,2.24460533189325,3.304703114,5.466060683,,
2016,DJI,59.8,33.271816300825,30.79999924,2.40205540773264,3.465676604,5.590942562,,
2017,DJI,60.2,35.3657091447905,55.6814092453962,3.46801081869211,3.626650095,5.71582444,,
2018,DJI,62.4,36.8545231657962,57.06169891,3.43834489244152,3.787623586,5.840706319,,
2019,DJI,64.7,38.0143821719119,58.4762001,3.40834878741702,3.8418874,5.965588197,,
2020,DJI,64.5,39.2725038635961,59.92570114,3.51668675374687,3.896151215,6.090470076,,
2021,DJI,65.4,43.6423520933817,61.41120148,2.4371057963983,3.95041503,6.129430056,,
2022,DJI,65.0,46.7770531248021,63.77600098,2.45634493481641,3.95041503,6.168390036,,
2023,DJI,65.2,48.4504884885996,64.75869751,2.48693778709113,3.95041503,6.207350016,,
2024,DJI,69.2,,65.29889679,,,,,
1990,ERI,,0.0,0.0,,,,,
1991,ERI,,0.0,0.0,,,,,
1992,ERI,,0.0,0.0,0.723,,,,
1993,ERI,,0.0,0.0,0.718,,,,24.2678394317627
1994,ERI,,0.0,0.0,0.794,,,,25.5674705505371
1995,ERI,22.9,0.0,0.0,0.866,,5.933259964,1.73020994663239,27.7611198425293
1996,ERI,24.7554473876953,0.0,0.0,0.889,,5.995250225,1.42960000038147,28.9619407653809
1997,ERI,25.8746109008789,0.0,0.00902,1.02,,6.231336753,1.46467500925064,32.2417984008789
1998,ERI,26.9896945953369,0.0,0.00877,1.11,,6.46742328,1.49975001811981,36.2155284881592
1999,ERI,28.0999355316162,0.0,0.0255,1.24,,6.703509808,1.95580005645752,40.1892585754395
2000,ERI,29.3,0.0,0.136711941104496,1.359749820986,,7.421460152,2.00988006591797,45.2635498046875
2001,ERI,30.3,0.0,0.157815289303043,1.35155416402294,,7.457499981,2.69304990768433,45.8157081604004
2002,ERI,32.2,0.0,0.227090137626716,1.50009736821651,,7.821269989,2.54442000389099,46.5302581787109
2003,ERI,32.4,0.0,0.2636721093013728,1.52684366633345,,8.191325188,2.2577499747276297,47.3321685791016
2004,ERI,33.4,0.769738796836681,0.30025408097602957,1.51142061452867,,8.561380386,1.97107994556427,47.4052391052246
2005,ERI,34.5,1.51953149219435,0.3368360526506864,1.41709707783851,4.710979562,8.337298298,2.312387943267822,51.6001396179199
2006,ERI,35.6,2.29317381677543,0.3734180243253432,1.38860633356291,4.703474364,8.113216209,2.653695940971374,53.1192588806152
2007,ERI,36.7,3.07477849040289,0.409999996,1.36379775315304,4.695981122,7.889134121,2.995003938674926,50.1338500976562
2008,ERI,37.8,3.85718703829491,0.469999999,1.43502512314799,4.688499818,7.665052032,3.336311936378478,51.3945808410645
2009,ERI,38.9,4.88696745195879,0.540000021,1.67849481540989,4.681030433,7.440969944,3.67761993408203,51.8130187988281
2010,ERI,40.1,6.29077416502727,0.610000014,1.84137776018221,4.673572948,7.158269882,4.35516023635864,51.5608596801758
2011,ERI,41.2,8.06870803088893,0.699999988,1.95008479282037,4.666127343,7.282687426,4.298550128936765,51.8398818969727
2012,ERI,42.3,10.0521635251769,0.800000012,1.97860511796556,4.6586936,7.407104969,4.24194002151489,52.7079315185547
2013,ERI,43.5,11.5420445230877,0.899999976,2.01456563317243,4.6512717,7.531522512,4.185329914093015,51.34619140625
2014,ERI,44.6,13.4855143799717,0.99000001,2.06773579376662,4.6438498,7.655940056,4.12871980667114,50.6653785705566
2015,ERI,45.8,15.2952170085389,1.083699942,2.12523015276541,4.6364279,7.23029995,3.51574993133545,46.171501159668
2016,ERI,46.9,16.1935649461164,1.177099943,2.11495638938547,4.629006,7.247920964,3.20262002944946,45.541280746460004
2017,ERI,48.0,22.0610618449333,2.496099949,2.10040354284782,4.6215841,7.265584922,,44.911060333252
2018,ERI,49.1,31.2608010853026,5.293000221,2.06865930822572,4.77817754,7.28329193,,46.1723785400391
2019,ERI,50.3,40.4605403256719,11.22379971,2.03691507360362,4.93477098,7.301042091,,45.64031600952153
2020,ERI,51.4,54.7205015934574,14.34939957,2.00530433379688,5.09136442,7.318835512,,45.10825347900395
2021,ERI,52.5,53.7582573847458,,1.9700416365315,5.09136442,7.336672297,,44.57619094848637
2022,ERI,55.4,59.1248082166991,,2.00079367709778,5.09136442,7.336672297,,44.0441284179688
2023,ERI,54.4,,,,5.09136442,7.336672297,,
2024,ERI,55.3,,,,,,,
1990,ETH,,0.0,0.0,0.263,,2.954899966,0.787320017814636,
1991,ETH,,0.0,3.4999999999999995e-06,0.268,,2.780019999,0.776000022888184,13.8706998825073
1992,ETH,,0.0,6.999999999999999e-06,0.245,,2.61548996,0.7180766860644027,11.9716300964356
1993,ETH,,0.0,1.0499999999999998e-05,0.247,,2.450959921,0.6601533492406214,10.651909828186
1994,ETH,,0.0,1.3999999999999998e-05,0.248,,2.286429882,0.60223001241684,10.3277502059937
1995,ETH,,0.0,1.75e-05,0.248,,2.531869888,0.660380005836487,10.4840297698975
1996,ETH,,0.0,0.0017,0.25,,2.927730083,0.686529994010925,11.0706901550293
1997,ETH,,0.0,0.00497,0.255,,3.250910044,0.80171000957489,11.812380154927567
1998,ETH,,0.0,0.00966,0.259,,3.574090004,0.837999999523163,12.554070154825833
1999,ETH,,0.010356869,0.0125,0.298,,3.897269964,0.931810021400452,13.2957601547241
2000,ETH,12.7,0.026341205254997,0.0152637672082567,0.344073371226574,1.482605772,4.218190193,1.17114996910095,14.451319694519
2001,ETH,10.2,0.0395753139955781,0.0371623810686744,0.408248865462094,1.556591678,4.730609894,1.47605001926422,17.3430194854736
2002,ETH,11.9,0.0703128868323795,0.0724022618698295,0.493911421062264,1.630577584,5.022950172,1.68374001979828,19.1939201354981
2003,ETH,13.5,0.0695139494020418,0.105811658802603,0.548253284593026,1.70456349,5.178480148,2.40167999267578,19.5667705535889
2004,ETH,15.2,0.204442313509778,0.155334520794722,0.636679533157409,1.783422613,5.507180214,2.72982001304627,21.47705078125
2005,ETH,14.0,0.523980166770728,0.219659818999505,0.778826980123258,1.862281736,6.314970016,2.94167995452881,23.8548793792725
2006,ETH,18.6,1.07393125130028,0.310592656856176,0.898407243602476,1.941140858,6.847913265,3.1384932994842534,27.4775695800781
2007,ETH,20.3,1.45421325867565,0.37,1.05903000120922,2.019999981,7.380856514,3.3353066444396964,30.251350402832
2008,ETH,22.0,2.28482954460171,0.449999988,1.04892275603613,2.057500005,7.913799763,3.53211998939514,31.3109302520752
2009,ETH,23.7,4.60380846952871,0.540000021,1.03974841455803,2.095000029,7.940599918,5.09216022491455,31.649019241333
2010,ETH,25.5,7.57025899497312,0.75,1.00386229003052,2.132500052,8.021840096,6.96482992172241,33.0478591918945
2011,ETH,23.0,15.1655003216856,1.100000024,0.889971301117971,2.170000076,8.198710442,7.27566003799438,34.4468994140625
2012,ETH,29.0,21.4239594545095,2.900000095,0.832475223819948,2.221358061,8.268199921,7.62416982650757,36.2193489074707
2013,ETH,30.8,26.0536269908585,4.599999905,0.773526677517475,2.272716045,8.328389906,6.771710301814435,35.450040004361504
2014,ETH,27.2,30.1536033852735,7.699999809,0.810952928039499,2.32407403,8.388579891,5.9192507771213,34.6807311012523
2015,ETH,29.0,40.7363012371526,13.8551755555556,0.857482012958189,2.375432014,8.448769877,,33.9114221981431
2016,ETH,42.9,47.9993274246983,15.3669238595896,1.07479362322601,2.426789999,8.508959862,,
2017,ETH,44.3,36.1094836260863,15.62440014,1.07690151925272,2.41103665,8.66349872,,
2018,ETH,44.8,36.16470719907575,15.88619995,1.0793304510221802,2.395283302,8.818037577,,
2019,ETH,48.0,36.2199307720652,15.98460007,1.08175938279164,2.379529953,8.972576435,,
2020,ETH,51.1,37.4208472347226,16.06959915,0.840917915387024,2.391007204,9.094288497,,
2021,ETH,54.2,52.8088633217211,16.6981031,0.724832351918134,2.402539813,9.217651571,,
2022,ETH,55.0,56.9642988837987,17.9836998,0.687611678168254,2.402539813,9.217651571,,
2023,ETH,55.4,59.8748744402242,20.33749962,0.648140518659122,2.402539813,9.217651571,,
2024,ETH,56.6,65.0825091944922,21.94129944,0.579763252194743,,,,
1990,GAB,,0.0,0.0,2.11,4.32,11.06384079,5.09427976608276,
1991,GAB,,0.0,0.0,2.6,4.5,11.10699025,,
1992,GAB,,0.026989357,0.0,2.66,4.68,11.15030799,,
1993,GAB,,0.11263481,0.0,2.8,4.86,11.19379468,,
